target		A:N	error	MCC	ACC	BACC	Sensitivity	Specificity	PPV	NPV	F1	AUC A	AUC N
P07948_WT	Test set	51:108		0.09468048792599192	0.6666666666666666	0.5321350762527233	0.9074074074074074	0.1568627450980392	0.6950354609929078	0.4444444444444444	0.7871485943775101	0.46913580246913583	0.5308641975308641
P07947_WT	Fold 1	11:11		0.3651483716701107	0.6818181818181818	0.6818181818181819	0.6363636363636364	0.7272727272727273	0.7	0.6666666666666666	0.6666666666666666	0.23140495867768596	0.768595041322314
P07947_WT	Fold 2	12:10		0.45	0.7272727272727273	0.725	0.7	0.75	0.7	0.75	0.7	0.22499999999999998	0.775
P07947_WT	Fold 3	12:10		0.4666666666666667	0.7272727272727273	0.7333333333333334	0.8	0.6666666666666666	0.6666666666666666	0.8	0.7272727272727272	0.16666666666666669	0.8333333333333334
P07947_WT	Fold 4	12:10		0.25877458475338283	0.6363636363636364	0.625	0.5	0.75	0.625	0.6428571428571429	0.5555555555555556	0.21666666666666667	0.7833333333333334
P07947_WT	Fold 5	11:10		0.6181818181818182	0.8095238095238095	0.8090909090909091	0.8	0.8181818181818182	0.8	0.8181818181818182	0.8000000000000002	0.20909090909090905	0.7909090909090908
P07947_WT	Mean	-		0.43175428825439566	0.7164502164502166	0.7148484848484848	0.6872727272727273	0.7424242424242424	0.6983333333333333	0.7355411255411256	0.6898989898989899	0.2097658402203857	0.7902341597796143
P07947_WT	SD	-		0.10852444427076967	0.052456625481366634	0.055512954281426316	0.10266423380896227	0.04438988846274484	0.05279239563646491	0.06393681954172964	0.07326772626193649	0.020840452532213682	0.020840452532213692
P07947_WT	Test set	88:270		0.12526010570665147	0.7011173184357542	0.5567340067340067	0.8407407407407408	0.2727272727272727	0.7800687285223368	0.3582089552238806	0.8092691622103386	0.4029040404040404	0.5970959595959595
P07333_WT	Fold 1	61:174		0.622970225232247	0.8638297872340426	0.7696438665912946	0.9655172413793104	0.5737704918032787	0.865979381443299	0.8536585365853658	0.9130434782608695	0.11023176936122103	0.8897682306387789
P07333_WT	Fold 2	61:174		0.6537028993252898	0.8723404255319149	0.8073299415865838	0.9425287356321839	0.6721311475409836	0.8913043478260869	0.803921568627451	0.9162011173184358	0.09346146598831734	0.9065385340116827
P07333_WT	Fold 3	62:173		0.7024139091057157	0.8893617021276595	0.8161942942382994	0.9710982658959537	0.6612903225806451	0.8888888888888888	0.8913043478260869	0.9281767955801103	0.09080738392690657	0.9091926160730934
P07333_WT	Fold 4	62:173		0.7276127652932883	0.8978723404255319	0.8426720119336193	0.9595375722543352	0.7258064516129032	0.907103825136612	0.8653846153846154	0.9325842696629214	0.060973335819503996	0.939026664180496
P07333_WT	Fold 5	61:173		0.6894358888523445	0.8846153846153846	0.8264474556998009	0.9479768786127167	0.7049180327868853	0.9010989010989011	0.8269230769230769	0.9239436619718309	0.07865062067658485	0.9213493793234151
P07333_WT	Mean	-		0.6792271375617771	0.8816039279869067	0.8124575140099196	0.9573317387549001	0.6675832892649393	0.8908750688787576	0.8482384290693192	0.9227898645588336	0.08682491515450676	0.9131750848454931
P07333_WT	SD	-		0.03366338483407268	0.01107283260322018	0.022293116590798582	0.009729917213571939	0.04768812766265491	0.012857058497140268	0.027677822004724326	0.006641840629777839	0.014960547743275732	0.014960547743275742
P07333_WT	Test set	405:180		0.3063087358698704	0.5487179487179488	0.6509259259259259	0.9166666666666666	0.3851851851851852	0.39855072463768115	0.9122807017543859	0.5555555555555556	0.21028806584362142	0.7897119341563786
P07332_WT	Fold 1	5:90		0.0	0.9473684210526315	0.5	1.0	0.0	0.9473684210526315	0.0	0.972972972972973	0.3044444444444444	0.6955555555555555
P07332_WT	Fold 2	6:89		0.0	0.9368421052631579	0.5	1.0	0.0	0.9368421052631579	0.0	0.967391304347826	0.36704119850187267	0.6329588014981273
P07332_WT	Fold 3	6:89		0.6954823162194083	0.968421052631579	0.75	1.0	0.5	0.967391304347826	1.0	0.9834254143646408	0.27715355805243447	0.7228464419475655
P07332_WT	Fold 4	6:89		0.0	0.9368421052631579	0.5	1.0	0.0	0.9368421052631579	0.0	0.967391304347826	0.20037453183520598	0.799625468164794
P07332_WT	Fold 5	5:89		0.2935555996451922	0.9468085106382979	0.5943820224719101	0.9887640449438202	0.2	0.9565217391304348	0.5	0.9723756906077348	0.1797752808988764	0.8202247191011236
P07332_WT	Mean	-		0.19780758317292008	0.9472564389697649	0.568876404494382	0.997752808988764	0.13999999999999999	0.9489931350114416	0.3	0.9727113373282001	0.2657578027465668	0.7342421972534331
P07332_WT	SD	-		0.24974364938652688	0.010528301100177566	0.08915171589816197	0.004102790692922603	0.17888543819998315	0.010747924282127695	0.3651483716701107	0.005347554900745078	0.0626535605784354	0.0626535605784354
P07332_WT	Test set	12:24		0.22718473369882594	0.6944444444444444	0.5833333333333333	0.9166666666666666	0.25	0.7096774193548387	0.6	0.7999999999999999	0.4444444444444444	0.5555555555555556
P06493_WT	Fold 1	35:165		0.5421275571191733	0.88	0.7359307359307359	0.9575757575757575	0.5142857142857142	0.9028571428571428	0.72	0.9294117647058823	0.15463203463203462	0.8453679653679654
P06493_WT	Fold 2	35:165		0.4605661864718383	0.865	0.6818181818181819	0.9636363636363636	0.4	0.8833333333333333	0.7	0.9217391304347826	0.12761904761904763	0.8723809523809524
P06493_WT	Fold 3	36:164		0.4945502459805859	0.87	0.693089430894309	0.9695121951219512	0.4166666666666667	0.8833333333333333	0.75	0.9244186046511628	0.2149390243902439	0.7850609756097561
P06493_WT	Fold 4	35:164		0.5526949417352159	0.8844221105527639	0.7276132404181185	0.9695121951219512	0.4857142857142857	0.8983050847457628	0.7727272727272727	0.9325513196480938	0.11585365853658539	0.8841463414634146
P06493_WT	Fold 5	35:164		0.5348188611846335	0.8793969849246231	0.7245644599303136	0.9634146341463414	0.4857142857142857	0.8977272727272727	0.7391304347826086	0.9294117647058824	0.1907665505226481	0.809233449477352
P06493_WT	Mean	-		0.5169515584982893	0.8757638190954775	0.7126032097983318	0.9647302291204731	0.46047619047619043	0.893111233399369	0.7363715415019761	0.9275065168291607	0.16076206314011193	0.8392379368598881
P06493_WT	SD	-		0.03138946170862418	0.006521663203544377	0.01932637021549599	0.004079382972052191	0.04030308455116832	0.007466383790553905	0.022752296471906547	0.003547485538295755	0.03412773535987132	0.03412773535987132
P06493_WT	Test set	112:94		0.15760200929603987	0.5	0.5384688449848024	0.9787234042553191	0.09821428571428571	0.47668393782383417	0.8461538461538461	0.6411149825783972	0.21751519756838905	0.7824848024316109
P06241_WT	Fold 1	24:165		0.4777635387765123	0.9047619047619048	0.6606060606060606	0.9878787878787879	0.3333333333333333	0.9106145251396648	0.8	0.9476744186046512	0.1936868686868687	0.8063131313131313
P06241_WT	Fold 2	24:165		0.42204287092645687	0.8941798941798942	0.6545454545454545	0.9757575757575757	0.3333333333333333	0.9096045197740112	0.6666666666666666	0.9415204678362573	0.17222222222222222	0.8277777777777777
P06241_WT	Fold 3	25:164		0.42220950908905097	0.8941798941798942	0.6	1.0	0.2	0.8913043478260869	1.0	0.9425287356321839	0.16146341463414635	0.8385365853658536
P06241_WT	Fold 4	25:164		0.32489536614047704	0.8835978835978836	0.5769512195121951	0.9939024390243902	0.16	0.8858695652173914	0.8	0.9367816091954024	0.19658536585365852	0.8034146341463415
P06241_WT	Fold 5	24:164		0.5158431725450626	0.9095744680851063	0.6814024390243902	0.9878048780487805	0.375	0.9152542372881356	0.8181818181818182	0.9501466275659824	0.21011178861788615	0.7898882113821138
P06241_WT	Mean	-		0.43255089149551196	0.8972588089609367	0.6347010347376202	0.9890687361419068	0.2803333333333333	0.9025294390490581	0.816969696969697	0.9437303717668953	0.1868139320029564	0.8131860679970437
P06241_WT	SD	-		0.05886264007899861	0.008302130454427535	0.036021048234661235	0.007337773481754408	0.07693431541834168	0.010652855201255	0.09718410639430518	0.0043076820912490215	0.016026410630586494	0.016026410630586473
P06241_WT	Test set	41:117		0.06212285922155604	0.740506329113924	0.5079216176777153	0.9914529914529915	0.024390243902439025	0.7435897435897436	0.5	0.8498168498168499	0.4694600792161768	0.5305399207838233
P06213_WT	Fold 1	25:176		0.6805329255682795	0.9353233830845771	0.8086363636363636	0.9772727272727273	0.64	0.9502762430939227	0.8	0.9635854341736695	0.07295454545454544	0.9270454545454545
P06213_WT	Fold 2	25:176		0.7308963710908215	0.945273631840796	0.8314772727272728	0.9829545454545454	0.68	0.9558011049723757	0.85	0.969187675070028	0.0834090909090909	0.916590909090909
P06213_WT	Fold 3	24:176		0.6385655349305717	0.925	0.8134469696969697	0.9602272727272727	0.6666666666666666	0.9548022598870056	0.6956521739130435	0.9575070821529744	0.05445075757575757	0.9455492424242424
P06213_WT	Fold 4	24:176		0.6515924749793837	0.935	0.7471590909090908	0.9943181818181818	0.5	0.9358288770053476	0.9230769230769231	0.9641873278236914	0.12286931818181818	0.8771306818181818
P06213_WT	Fold 5	25:175		0.6979723188970013	0.94	0.7942857142857143	0.9885714285714285	0.6	0.9453551912568307	0.8823529411764706	0.9664804469273743	0.060571428571428595	0.9394285714285715
P06213_WT	Mean	-		0.6799119250932115	0.9361194029850747	0.7990010822510822	0.9806688311688312	0.6173333333333334	0.9484127352430965	0.8302164076332875	0.9641895932295474	0.07885102813852814	0.9211489718614718
P06213_WT	SD	-		0.030103965502493845	0.00611537369537678	0.026032198078119014	0.010672168959847279	0.059079356550070614	0.006665692728659868	0.07159288636946509	0.003541416861802936	0.022070611177415767	0.022070611177415798
P06213_WT	Test set	95:130		0.09500444522897429	0.5866666666666667	0.5360323886639676	0.8615384615384616	0.21052631578947367	0.5989304812834224	0.5263157894736842	0.7066246056782334	0.38744939271255063	0.6125506072874494
P05129_WT		5:20	Not enough data in minority class of the training set for all 5 folds										
P05129_WT	Fold 1	12:163		0.2907706072013984	0.9257142857142857	0.6127300613496933	0.9754601226993865	0.25	0.9464285714285714	0.42857142857142855	0.960725075528701	0.11809815950920247	0.8819018404907977
P05129_WT	Fold 2	12:163		0.44867889330011274	0.9371428571428572	0.6960633946830266	0.9754601226993865	0.4166666666666667	0.9578313253012049	0.5555555555555556	0.966565349544073	0.19427402862985688	0.8057259713701432
P05129_WT	Fold 3	12:163		0.4123878894823045	0.9428571428571428	0.6219325153374233	0.9938650306748467	0.25	0.9473684210526315	0.75	0.970059880239521	0.1083844580777096	0.8916155419222904
P05129_WT	Fold 4	12:163		0.36062768568086684	0.9371428571428572	0.6188650306748467	0.9877300613496932	0.25	0.9470588235294117	0.6	0.966966966966967	0.15593047034764826	0.8440695296523518
P05129_WT	Fold 5	12:163		0.6944411571256841	0.9657142857142857	0.75	1.0	0.5	0.9644970414201184	1.0	0.9819277108433735	0.08333333333333333	0.9166666666666667
P05129_WT	Mean	-		0.4413812465580733	0.9417142857142858	0.659918200408998	0.9865030674846625	0.33333333333333337	0.9526368365463875	0.6668253968253969	0.969248996624527	0.1320040899795501	0.86799591002045
P05129_WT	SD	-		0.1252583270823121	0.012076851416493232	0.04962560019808137	0.008960696237303323	0.09622504486493763	0.006646554995839136	0.17866863903124192	0.006409292451050086	0.03552023226972603	0.03552023226972602
P05129_WT	Test set	5:20		0.0	0.8	0.5	1.0	0.0	0.8	0.0	0.888888888888889	0.26	0.74
P04629_WT	Fold 1	31:181		0.6899542630273361	0.9245283018867925	0.8355016931028337	0.9613259668508287	0.7096774193548387	0.9508196721311475	0.7586206896551724	0.956043956043956	0.06184280876849046	0.9381571912315095
P04629_WT	Fold 2	31:181		0.6948110939088773	0.9292452830188679	0.8115309214043842	0.9779005524861878	0.6451612903225806	0.9414893617021277	0.8333333333333334	0.959349593495935	0.08536802708964536	0.9146319729103546
P04629_WT	Fold 3	31:181		0.562634309848063	0.9056603773584906	0.7041525574763857	0.988950276243094	0.41935483870967744	0.9086294416243654	0.8666666666666667	0.9470899470899471	0.10924968811263591	0.8907503118873641
P04629_WT	Fold 4	31:181		0.6428550683195521	0.9198113207547169	0.7659062555694172	0.9834254143646409	0.5483870967741935	0.9270833333333334	0.85	0.9544235924932977	0.1047941543396899	0.89520584566031
P04629_WT	Fold 5	32:180		0.47767697842219986	0.8820754716981132	0.6993055555555556	0.9611111111111111	0.4375	0.9057591623036649	0.6666666666666666	0.9326145552560646	0.13124999999999998	0.86875
P04629_WT	Mean	-		0.6135863427052056	0.9122641509433962	0.7632793966217153	0.9745426642111725	0.552016129032258	0.9267561942189279	0.7950574712643678	0.9499043288758401	0.09850093566209232	0.9014990643379077
P04629_WT	SD	-		0.07566774160058745	0.015549352597580019	0.05023246889689666	0.010431088599418268	0.10348851399366031	0.01615383711999061	0.06760601268431943	0.008700467476051773	0.021385092356184375	0.021385092356184368
P04629_WT	Test set	117:136		0.11593695986295564	0.5533596837944664	0.5176910507792861	0.9926470588235294	0.042735042735042736	0.5465587044534413	0.8333333333333334	0.7049608355091384	0.4111990950226244	0.5888009049773756
P04049_WT	Fold 1	22:39		0.34812265040638346	0.7049180327868853	0.6701631701631701	0.7948717948717948	0.5454545454545454	0.7560975609756098	0.6	0.7749999999999999	0.2610722610722611	0.738927738927739
P04049_WT	Fold 2	23:38		0.148220529912803	0.6065573770491803	0.5726544622425629	0.7105263157894737	0.43478260869565216	0.675	0.47619047619047616	0.6923076923076923	0.3592677345537757	0.6407322654462242
P04049_WT	Fold 3	22:38		0.26901379342448517	0.6666666666666666	0.631578947368421	0.7631578947368421	0.5	0.725	0.55	0.7435897435897436	0.27990430622009566	0.7200956937799043
P04049_WT	Fold 4	22:38		0.5293330621827873	0.7833333333333333	0.7619617224880382	0.8421052631578947	0.6818181818181818	0.8205128205128205	0.7142857142857143	0.8311688311688312	0.16148325358851673	0.8385167464114832
P04049_WT	Fold 5	22:38		0.48911598804451845	0.7666666666666667	0.7392344497607655	0.8421052631578947	0.6363636363636364	0.8	0.7	0.8205128205128205	0.18181818181818185	0.8181818181818182
P04049_WT	Mean	-		0.35676120479419543	0.7056284153005464	0.6751185504045916	0.79055330634278	0.5596837944664032	0.755322076297686	0.608095238095238	0.7725158175158174	0.24870914745056621	0.7512908525494338
P04049_WT	SD	-		0.12816804107353977	0.05929771712363078	0.06333999168051534	0.04562288468190036	0.08181436282164228	0.047640346391709755	0.08222160936218247	0.046583474487684705	0.06510497105265643	0.06510497105265646
P04049_WT	Test set	134:162		0.2997502074139623	0.652027027027027	0.6285701124009582	0.8765432098765432	0.3805970149253731	0.6311111111111111	0.7183098591549296	0.7338501291989663	0.3284964068546158	0.6715035931453842
P00519_F317I		1:0	Only one activity class in traing set for temporal split at 2013										
P00519_E255K		1:0	Only one activity class in traing set for temporal split at 2013										
O96017_WT	Fold 1	62:150		0.802650094577675	0.9198113207547169	0.8770967741935484	0.98	0.7741935483870968	0.9130434782608695	0.9411764705882353	0.945337620578778	0.048279569892473125	0.9517204301075268
O96017_WT	Fold 2	63:149		0.7092455076632808	0.8773584905660378	0.8577820389900928	0.9060402684563759	0.8095238095238095	0.9183673469387755	0.7846153846153846	0.9121621621621622	0.07009694258016408	0.9299030574198359
O96017_WT	Fold 3	63:149		0.7696430892520756	0.9056603773584906	0.8733354639394908	0.9530201342281879	0.7936507936507936	0.9161290322580645	0.8771929824561403	0.9342105263157895	0.06072227548737617	0.9392777245126238
O96017_WT	Fold 4	63:149		0.7341271557714311	0.8915094339622641	0.8541067433684884	0.9463087248322147	0.7619047619047619	0.9038461538461539	0.8571428571428571	0.9245901639344263	0.06327900287631835	0.9367209971236817
O96017_WT	Fold 5	62:149		0.7899717662112362	0.9146919431279621	0.8736739554016021	0.9731543624161074	0.7741935483870968	0.9119496855345912	0.9230769230769231	0.9415584415584416	0.0271703831998268	0.9728296168001732
O96017_WT	Mean	-		0.7611275226951397	0.9018063131538943	0.8671989951786445	0.9517046979865771	0.7826932923707117	0.9126671393676908	0.8766409235759081	0.9315717829099196	0.05390963480723171	0.9460903651927683
O96017_WT	SD	-		0.03175267057357204	0.014193867923636137	0.008540428458096981	0.023723403505390088	0.015365533831237338	0.004526647495188621	0.050283062195349476	0.01096715540101615	0.0138016380154369	0.013801638015436891
O96017_WT	Test set	54:27		-0.0674199862463242	0.37037037037037035	0.4722222222222222	0.7777777777777778	0.16666666666666666	0.3181818181818182	0.6	0.45161290322580644	0.3292181069958848	0.6707818930041153
O96013_WT	Fold 1	15:207		0.7182533330707834	0.9684684684684685	0.7666666666666666	1.0	0.5333333333333333	0.9672897196261683	1.0	0.983372921615202	0.10692431561996779	0.8930756843800323
O96013_WT	Fold 2	15:207		0.7202831151209617	0.9684684684684685	0.797584541062802	0.9951690821256038	0.6	0.9716981132075472	0.9	0.9832935560859188	0.11561996779388084	0.8843800322061192
O96013_WT	Fold 3	14:207		0.5280580849489206	0.9547511312217195	0.6761559696342305	0.9951690821256038	0.35714285714285715	0.958139534883721	0.8333333333333334	0.976303317535545	0.15976535541752934	0.8402346445824707
O96013_WT	Fold 4	14:207		0.6583608273571772	0.9638009049773756	0.7808833678398895	0.9903381642512077	0.5714285714285714	0.9715639810426541	0.8	0.9808612440191389	0.050379572118702545	0.9496204278812974
O96013_WT	Fold 5	14:207		0.4601117632159545	0.9502262443438914	0.6404416839199447	0.9951690821256038	0.2857142857142857	0.9537037037037037	0.8	0.9739952718676123	0.12146307798481712	0.8785369220151829
